invoice_id,branch,city,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,weekday,hour,total_amount
1607,WALM027,Abilene,Home and lifestyle,83.0,3.0,2021-03-06,1900-01-01 11:03:00,Ewallet,8.0,0.48,Saturday,11,249.0
1608,WALM063,Georgetown,Fashion accessories,45.0,3.0,2023-07-07,1900-01-01 06:42:00,Ewallet,8.0,0.33,Friday,6,135.0
1609,WALM094,Alamo,Home and lifestyle,29.0,3.0,2020-11-20,1900-01-01 17:00:00,Ewallet,6.0,0.33,Friday,17,87.0
1610,WALM041,Mission,Fashion accessories,83.0,3.0,2020-10-02,1900-01-01 13:55:00,Ewallet,5.0,0.48,Friday,13,249.0
1611,WALM068,Burleson,Home and lifestyle,55.0,3.0,2023-05-12,1900-01-01 15:44:00,Ewallet,7.0,0.33,Friday,15,165.0
1612,WALM054,Sherman,Fashion accessories,42.0,3.0,2020-10-13,1900-01-01 17:23:00,Ewallet,6.0,0.21,Tuesday,17,126.0
1613,WALM030,Richardson,Home and lifestyle,52.0,1.0,2020-07-22,1900-01-01 20:15:00,Ewallet,6.0,0.48,Wednesday,20,52.0
1614,WALM005,Fort Worth,Fashion accessories,52.0,3.0,2020-03-21,1900-01-01 08:45:00,Ewallet,9.0,0.48,Saturday,8,156.0
1615,WALM021,McAllen,Home and lifestyle,17.0,3.0,2023-05-08,1900-01-01 15:17:00,Ewallet,4.0,0.48,Monday,15,51.0
1616,WALM084,Schertz,Fashion accessories,55.0,1.0,2023-04-20,1900-01-01 19:48:00,Ewallet,8.0,0.33,Thursday,19,55.0
1617,WALM051,New Braunfels,Home and lifestyle,52.0,1.0,2022-02-14,1900-01-01 17:08:00,Ewallet,7.0,0.48,Monday,17,52.0
1618,WALM083,Farmers Branch,Fashion accessories,72.0,3.0,2023-06-26,1900-01-01 22:53:00,Ewallet,8.0,0.33,Monday,22,216.0
1619,WALM040,Edinburg,Home and lifestyle,43.0,1.0,2021-01-06,1900-01-01 11:30:00,Ewallet,4.0,0.48,Wednesday,11,43.0
1620,WALM047,Flower Mound,Fashion accessories,29.0,1.0,2023-05-28,1900-01-01 15:12:00,Ewallet,7.0,0.48,Sunday,15,29.0
1621,WALM085,Kerrville,Home and lifestyle,74.0,2.0,2021-12-18,1900-01-01 15:07:00,Ewallet,9.0,0.33,Saturday,15,148.0
1622,WALM031,Lewisville,Fashion accessories,85.0,1.0,2022-08-09,1900-01-01 07:33:00,Ewallet,8.0,0.48,Tuesday,7,85.0
1623,WALM038,Sugar Land,Home and lifestyle,82.0,3.0,2021-06-20,1900-01-01 06:06:00,Ewallet,9.0,0.48,Sunday,6,246.0
1624,WALM043,Baytown,Fashion accessories,33.0,3.0,2020-02-16,1900-01-01 17:57:00,Ewallet,6.0,0.48,Sunday,17,99.0
1625,WALM083,Farmers Branch,Home and lifestyle,28.0,2.0,2023-01-01,1900-01-01 19:48:00,Ewallet,7.0,0.33,Sunday,19,56.0
1626,WALM081,Friendswood,Fashion accessories,23.0,3.0,2022-08-27,1900-01-01 16:59:00,Ewallet,4.0,0.33,Saturday,16,69.0
1627,WALM001,Houston,Home and lifestyle,63.0,1.0,2020-09-09,1900-01-01 18:39:00,Ewallet,4.0,0.36,Wednesday,18,63.0
1628,WALM008,Corpus Christi,Fashion accessories,64.0,3.0,2020-05-20,1900-01-01 11:38:00,Ewallet,8.0,0.48,Wednesday,11,192.0
1629,WALM012,Garland,Home and lifestyle,54.0,2.0,2022-09-06,1900-01-01 21:03:00,Ewallet,4.0,0.48,Tuesday,21,108.0
1630,WALM084,Schertz,Fashion accessories,48.0,3.0,2020-02-21,1900-01-01 11:58:00,Ewallet,7.0,0.33,Friday,11,144.0
1631,WALM078,Del Rio,Home and lifestyle,36.0,2.0,2021-10-24,1900-01-01 08:37:00,Ewallet,7.0,0.33,Sunday,8,72.0
1632,WALM071,Lufkin,Fashion accessories,49.0,2.0,2020-01-15,1900-01-01 18:14:00,Ewallet,8.0,0.33,Wednesday,18,98.0
1633,WALM068,Burleson,Home and lifestyle,58.0,2.0,2020-07-29,1900-01-01 09:26:00,Ewallet,5.0,0.33,Wednesday,9,116.0
1634,WALM097,Alice,Fashion accessories,23.0,3.0,2020-11-04,1900-01-01 20:01:00,Ewallet,9.0,0.18,Wednesday,20,69.0
1635,WALM015,Grand Prairie,Home and lifestyle,47.0,1.0,2023-09-04,1900-01-01 20:10:00,Ewallet,9.0,0.48,Monday,20,47.0
1636,WALM015,Grand Prairie,Fashion accessories,37.0,3.0,2023-12-08,1900-01-01 11:12:00,Ewallet,6.0,0.48,Friday,11,111.0
1637,WALM029,Round Rock,Home and lifestyle,76.0,3.0,2020-01-22,1900-01-01 10:57:00,Ewallet,6.0,0.48,Wednesday,10,228.0
1638,WALM007,Arlington,Fashion accessories,48.0,1.0,2021-01-03,1900-01-01 20:40:00,Ewallet,4.0,0.48,Sunday,20,48.0
1639,WALM018,Frisco,Home and lifestyle,27.0,2.0,2022-07-08,1900-01-01 16:31:00,Ewallet,6.0,0.48,Friday,16,54.0
1640,WALM043,Baytown,Fashion accessories,64.0,3.0,2020-10-13,1900-01-01 09:33:00,Ewallet,4.0,0.48,Tuesday,9,192.0
1641,WALM093,Angleton,Home and lifestyle,80.0,2.0,2023-12-14,1900-01-01 12:41:00,Ewallet,7.0,0.33,Thursday,12,160.0
1642,WALM053,Conroe,Fashion accessories,76.0,2.0,2021-12-31,1900-01-01 07:01:00,Ewallet,9.0,0.57,Friday,7,152.0
1643,WALM050,Victoria,Home and lifestyle,29.0,1.0,2023-10-01,1900-01-01 09:25:00,Ewallet,7.0,0.48,Sunday,9,29.0
1644,WALM091,Little Elm,Fashion accessories,17.0,1.0,2021-02-02,1900-01-01 14:12:00,Ewallet,8.0,0.33,Tuesday,14,17.0
1645,WALM084,Schertz,Home and lifestyle,63.0,2.0,2021-01-03,1900-01-01 22:36:00,Ewallet,8.0,0.33,Sunday,22,126.0
1646,WALM008,Corpus Christi,Fashion accessories,65.0,3.0,2022-06-25,1900-01-01 15:51:00,Ewallet,4.0,0.48,Saturday,15,195.0
1647,WALM006,El Paso,Home and lifestyle,29.0,1.0,2023-10-31,1900-01-01 09:38:00,Ewallet,8.0,0.48,Tuesday,9,29.0
1648,WALM020,Killeen,Fashion accessories,50.0,3.0,2023-03-20,1900-01-01 06:09:00,Ewallet,4.0,0.48,Monday,6,150.0
1649,WALM046,Temple,Home and lifestyle,52.0,1.0,2021-11-26,1900-01-01 16:31:00,Ewallet,6.0,0.48,Friday,16,52.0
1650,WALM089,Southlake,Fashion accessories,63.0,2.0,2023-09-22,1900-01-01 12:12:00,Ewallet,8.0,0.33,Friday,12,126.0
1651,WALM047,Flower Mound,Home and lifestyle,37.0,2.0,2021-08-28,1900-01-01 17:17:00,Ewallet,4.0,0.48,Saturday,17,74.0
1652,WALM058,Port Arthur,Fashion accessories,34.0,3.0,2021-01-10,1900-01-01 15:26:00,Ewallet,9.0,0.33,Sunday,15,102.0
1653,WALM039,Longview,Home and lifestyle,54.0,3.0,2021-02-15,1900-01-01 12:52:00,Ewallet,6.0,0.48,Monday,12,162.0
1654,WALM100,Canyon,Fashion accessories,65.0,2.0,2023-08-13,1900-01-01 08:52:00,Ewallet,4.0,0.18,Sunday,8,130.0
1655,WALM035,San Angelo,Home and lifestyle,58.0,2.0,2023-06-26,1900-01-01 19:54:00,Ewallet,6.0,0.48,Monday,19,116.0
1656,WALM028,Odessa,Fashion accessories,58.0,1.0,2020-12-09,1900-01-01 16:50:00,Ewallet,5.0,0.48,Wednesday,16,58.0
1657,WALM014,Amarillo,Home and lifestyle,85.0,1.0,2023-05-06,1900-01-01 17:34:00,Ewallet,7.0,0.48,Saturday,17,85.0
1658,WALM067,Haltom City,Fashion accessories,25.0,3.0,2021-11-14,1900-01-01 14:29:00,Ewallet,7.0,0.33,Sunday,14,75.0
1659,WALM060,DeSoto,Home and lifestyle,26.0,1.0,2021-08-06,1900-01-01 22:06:00,Ewallet,5.0,0.33,Friday,22,26.0
1660,WALM030,Richardson,Fashion accessories,28.0,2.0,2022-05-03,1900-01-01 21:56:00,Ewallet,4.0,0.48,Tuesday,21,56.0
1661,WALM046,Temple,Home and lifestyle,75.0,1.0,2022-11-12,1900-01-01 21:51:00,Ewallet,7.0,0.48,Saturday,21,75.0
1662,WALM100,Canyon,Fashion accessories,18.0,2.0,2020-02-20,1900-01-01 09:22:00,Ewallet,7.0,0.18,Thursday,9,36.0
1663,WALM040,Edinburg,Home and lifestyle,30.0,1.0,2023-04-21,1900-01-01 10:01:00,Ewallet,8.0,0.48,Friday,10,30.0
1664,WALM018,Frisco,Fashion accessories,18.0,2.0,2021-09-19,1900-01-01 06:30:00,Ewallet,7.0,0.48,Sunday,6,36.0
1665,WALM087,Waxahachie,Home and lifestyle,34.0,2.0,2022-02-17,1900-01-01 14:14:00,Ewallet,4.0,0.33,Thursday,14,68.0
1666,WALM030,Richardson,Fashion accessories,59.0,1.0,2023-09-02,1900-01-01 12:45:00,Ewallet,8.0,0.48,Saturday,12,59.0
1667,WALM041,Mission,Home and lifestyle,36.0,3.0,2020-08-28,1900-01-01 14:37:00,Ewallet,8.0,0.48,Friday,14,108.0
1668,WALM022,Mesquite,Fashion accessories,45.0,1.0,2022-06-28,1900-01-01 13:22:00,Ewallet,6.0,0.48,Tuesday,13,45.0
1669,WALM045,Missouri City,Home and lifestyle,23.0,1.0,2022-04-26,1900-01-01 18:42:00,Credit card,7.0,0.48,Tuesday,18,23.0
1670,WALM097,Alice,Fashion accessories,19.0,2.0,2020-10-02,1900-01-01 12:30:00,Ewallet,4.0,0.18,Friday,12,38.0
1671,WALM020,Killeen,Home and lifestyle,21.0,2.0,2022-02-22,1900-01-01 15:26:00,Ewallet,5.0,0.48,Tuesday,15,42.0
1672,WALM048,Harlingen,Fashion accessories,53.0,3.0,2022-08-06,1900-01-01 17:13:00,Ewallet,6.0,0.48,Saturday,17,159.0
1673,WALM028,Odessa,Home and lifestyle,30.0,1.0,2023-02-28,1900-01-01 19:19:00,Ewallet,7.0,0.48,Tuesday,19,30.0
1674,WALM088,Cleburne,Fashion accessories,47.0,3.0,2020-12-20,1900-01-01 09:36:00,Ewallet,5.0,0.33,Sunday,9,141.0
1675,WALM085,Kerrville,Home and lifestyle,20.0,1.0,2023-11-14,1900-01-01 18:37:00,Ewallet,6.0,0.33,Tuesday,18,20.0
1676,WALM036,Allen,Fashion accessories,24.0,3.0,2023-08-17,1900-01-01 06:17:00,Ewallet,9.0,0.48,Thursday,6,72.0
1677,WALM094,Alamo,Home and lifestyle,49.0,2.0,2023-09-22,1900-01-01 10:18:00,Ewallet,8.0,0.33,Friday,10,98.0
1678,WALM010,Laredo,Fashion accessories,25.0,3.0,2021-12-06,1900-01-01 20:35:00,Ewallet,8.0,0.48,Monday,20,75.0
1679,WALM001,Houston,Home and lifestyle,80.0,1.0,2022-10-07,1900-01-01 19:11:00,Ewallet,8.0,0.36,Friday,19,80.0
1680,WALM060,DeSoto,Fashion accessories,23.0,3.0,2020-09-04,1900-01-01 09:18:00,Ewallet,5.0,0.33,Friday,9,69.0
1681,WALM040,Edinburg,Home and lifestyle,18.0,1.0,2022-07-06,1900-01-01 11:04:00,Ewallet,4.0,0.48,Wednesday,11,18.0
1682,WALM057,Euless,Fashion accessories,66.0,2.0,2020-10-26,1900-01-01 07:05:00,Ewallet,8.0,0.33,Monday,7,132.0
1683,WALM051,New Braunfels,Home and lifestyle,35.0,2.0,2020-08-02,1900-01-01 19:02:00,Ewallet,6.0,0.48,Sunday,19,70.0
1684,WALM090,Brownwood,Fashion accessories,81.0,3.0,2023-11-28,1900-01-01 11:06:00,Ewallet,5.0,0.33,Tuesday,11,243.0
1685,WALM047,Flower Mound,Home and lifestyle,70.0,3.0,2021-10-19,1900-01-01 16:05:00,Ewallet,8.0,0.48,Tuesday,16,210.0
1686,WALM051,New Braunfels,Fashion accessories,24.0,3.0,2022-10-24,1900-01-01 11:48:00,Ewallet,8.0,0.48,Monday,11,72.0
1687,WALM048,Harlingen,Home and lifestyle,77.0,1.0,2023-08-25,1900-01-01 22:06:00,Ewallet,7.0,0.48,Friday,22,77.0
1688,WALM083,Farmers Branch,Fashion accessories,48.0,3.0,2023-02-13,1900-01-01 12:28:00,Ewallet,9.0,0.33,Monday,12,144.0
1689,WALM068,Burleson,Home and lifestyle,33.0,2.0,2023-03-03,1900-01-01 18:38:00,Ewallet,7.0,0.33,Friday,18,66.0
1690,WALM037,League City,Fashion accessories,59.0,3.0,2023-12-12,1900-01-01 21:15:00,Ewallet,5.0,0.48,Tuesday,21,177.0
1691,WALM061,Cedar Park,Home and lifestyle,84.0,1.0,2022-03-17,1900-01-01 18:24:00,Ewallet,9.0,0.33,Thursday,18,84.0
1692,WALM095,Big Spring,Fashion accessories,58.0,1.0,2021-06-21,1900-01-01 17:12:00,Ewallet,6.0,0.33,Monday,17,58.0
1693,WALM002,Dallas,Home and lifestyle,59.0,3.0,2023-07-02,1900-01-01 09:59:00,Ewallet,5.0,0.36,Sunday,9,177.0
1694,WALM063,Georgetown,Fashion accessories,54.0,2.0,2020-05-08,1900-01-01 17:17:00,Ewallet,9.0,0.33,Friday,17,108.0
1695,WALM062,Galveston,Home and lifestyle,85.0,2.0,2022-03-19,1900-01-01 15:10:00,Ewallet,8.0,0.33,Saturday,15,170.0
1696,WALM076,Huntsville,Fashion accessories,85.0,1.0,2020-07-28,1900-01-01 20:12:00,Ewallet,8.0,0.33,Tuesday,20,85.0
1697,WALM052,Mansfield,Home and lifestyle,58.0,3.0,2020-09-15,1900-01-01 13:34:00,Ewallet,7.0,0.57,Tuesday,13,174.0
1698,WALM005,Fort Worth,Fashion accessories,47.0,1.0,2021-10-25,1900-01-01 06:38:00,Ewallet,5.0,0.48,Monday,6,47.0
1699,WALM052,Mansfield,Home and lifestyle,19.0,1.0,2022-12-02,1900-01-01 13:30:00,Ewallet,6.0,0.57,Friday,13,19.0
1700,WALM027,Abilene,Fashion accessories,70.0,3.0,2021-11-18,1900-01-01 10:19:00,Ewallet,9.0,0.48,Thursday,10,210.0
1701,WALM036,Allen,Home and lifestyle,24.0,3.0,2023-06-11,1900-01-01 17:37:00,Ewallet,4.0,0.48,Sunday,17,72.0
1702,WALM017,McKinney,Fashion accessories,47.0,1.0,2023-07-29,1900-01-01 19:01:00,Ewallet,7.0,0.48,Saturday,19,47.0
1703,WALM036,Allen,Home and lifestyle,42.0,2.0,2021-06-04,1900-01-01 22:44:00,Ewallet,6.0,0.48,Friday,22,84.0
1704,WALM037,League City,Fashion accessories,17.0,1.0,2023-01-03,1900-01-01 17:20:00,Ewallet,4.0,0.48,Tuesday,17,17.0
1705,WALM024,Carrollton,Home and lifestyle,77.0,3.0,2023-11-25,1900-01-01 13:36:00,Ewallet,9.0,0.48,Saturday,13,231.0
1706,WALM001,Houston,Fashion accessories,44.0,2.0,2023-04-14,1900-01-01 11:28:00,Ewallet,9.0,0.36,Friday,11,88.0
1707,WALM068,Burleson,Home and lifestyle,67.0,3.0,2023-10-19,1900-01-01 16:14:00,Ewallet,6.0,0.33,Thursday,16,201.0
1708,WALM041,Mission,Fashion accessories,34.0,1.0,2022-11-14,1900-01-01 16:55:00,Ewallet,8.0,0.48,Monday,16,34.0
1709,WALM079,La Porte,Home and lifestyle,78.0,1.0,2023-08-13,1900-01-01 19:51:00,Ewallet,5.0,0.33,Sunday,19,78.0
1710,WALM011,Lubbock,Fashion accessories,25.0,1.0,2021-01-14,1900-01-01 14:57:00,Ewallet,9.0,0.48,Thursday,14,25.0
1711,WALM051,New Braunfels,Home and lifestyle,49.0,1.0,2022-05-30,1900-01-01 15:03:00,Ewallet,7.0,0.48,Monday,15,49.0
1712,WALM069,Rockwall,Fashion accessories,52.0,2.0,2022-04-11,1900-01-01 20:10:00,Ewallet,4.0,0.33,Monday,20,104.0
1713,WALM062,Galveston,Home and lifestyle,73.0,1.0,2023-08-16,1900-01-01 13:05:00,Ewallet,8.0,0.33,Wednesday,13,73.0
1714,WALM007,Arlington,Fashion accessories,26.0,2.0,2022-05-17,1900-01-01 22:40:00,Ewallet,5.0,0.48,Tuesday,22,52.0
1715,WALM037,League City,Home and lifestyle,52.0,2.0,2021-01-26,1900-01-01 08:14:00,Ewallet,6.0,0.48,Tuesday,8,104.0
1716,WALM024,Carrollton,Fashion accessories,39.0,3.0,2023-03-28,1900-01-01 17:08:00,Ewallet,6.0,0.48,Tuesday,17,117.0
1717,WALM006,El Paso,Home and lifestyle,50.0,3.0,2023-09-21,1900-01-01 06:35:00,Ewallet,6.0,0.48,Thursday,6,150.0
1718,WALM006,El Paso,Fashion accessories,37.0,3.0,2022-08-09,1900-01-01 17:27:00,Ewallet,7.0,0.48,Tuesday,17,111.0
1719,WALM063,Georgetown,Home and lifestyle,59.0,3.0,2023-02-07,1900-01-01 09:24:00,Ewallet,9.0,0.33,Tuesday,9,177.0
1720,WALM069,Rockwall,Fashion accessories,53.0,2.0,2020-02-07,1900-01-01 12:54:00,Ewallet,7.0,0.33,Friday,12,106.0
1721,WALM020,Killeen,Home and lifestyle,64.0,3.0,2021-04-17,1900-01-01 13:53:00,Ewallet,7.0,0.48,Saturday,13,192.0
1722,WALM017,McKinney,Fashion accessories,59.0,3.0,2020-04-09,1900-01-01 12:28:00,Ewallet,9.0,0.48,Thursday,12,177.0
1723,WALM098,Mineral Wells,Home and lifestyle,68.0,1.0,2020-02-15,1900-01-01 11:16:00,Ewallet,5.0,0.18,Saturday,11,68.0
1724,WALM069,Rockwall,Fashion accessories,55.0,2.0,2022-05-14,1900-01-01 21:50:00,Ewallet,7.0,0.33,Saturday,21,110.0
1725,WALM098,Mineral Wells,Home and lifestyle,39.0,2.0,2023-03-22,1900-01-01 14:52:00,Ewallet,6.0,0.18,Wednesday,14,78.0
1726,WALM079,La Porte,Fashion accessories,82.0,1.0,2022-03-22,1900-01-01 17:06:00,Ewallet,8.0,0.33,Tuesday,17,82.0
1727,WALM059,Pflugerville,Home and lifestyle,61.0,3.0,2022-12-30,1900-01-01 21:45:00,Ewallet,8.0,0.33,Friday,21,183.0
1728,WALM022,Mesquite,Fashion accessories,28.0,3.0,2023-04-07,1900-01-01 18:34:00,Ewallet,9.0,0.48,Friday,18,84.0
1729,WALM022,Mesquite,Home and lifestyle,61.0,1.0,2021-11-02,1900-01-01 16:54:00,Ewallet,4.0,0.48,Tuesday,16,61.0
1730,WALM006,El Paso,Fashion accessories,84.0,1.0,2021-04-21,1900-01-01 21:52:00,Ewallet,9.0,0.48,Wednesday,21,84.0
1731,WALM017,McKinney,Home and lifestyle,58.0,1.0,2021-12-20,1900-01-01 13:57:00,Ewallet,8.0,0.48,Monday,13,58.0
1732,WALM015,Grand Prairie,Fashion accessories,41.0,1.0,2022-01-04,1900-01-01 11:04:00,Ewallet,4.0,0.48,Tuesday,11,41.0
1733,WALM053,Conroe,Home and lifestyle,20.0,1.0,2020-10-15,1900-01-01 21:37:00,Ewallet,5.0,0.57,Thursday,21,20.0
1734,WALM033,Pearland,Fashion accessories,31.0,1.0,2023-08-06,1900-01-01 20:37:00,Ewallet,4.0,0.48,Sunday,20,31.0
1735,WALM045,Missouri City,Home and lifestyle,85.0,2.0,2022-03-10,1900-01-01 08:19:00,Credit card,8.0,0.48,Thursday,8,170.0
1736,WALM002,Dallas,Fashion accessories,54.0,1.0,2021-10-14,1900-01-01 07:43:00,Ewallet,5.0,0.36,Thursday,7,54.0
1737,WALM071,Lufkin,Home and lifestyle,20.0,3.0,2020-05-23,1900-01-01 15:22:00,Ewallet,4.0,0.33,Saturday,15,60.0
1738,WALM077,Coppell,Fashion accessories,43.0,3.0,2020-11-27,1900-01-01 06:05:00,Ewallet,6.0,0.33,Friday,6,129.0
1739,WALM071,Lufkin,Home and lifestyle,54.0,1.0,2022-10-10,1900-01-01 22:03:00,Ewallet,7.0,0.33,Monday,22,54.0
1740,WALM093,Angleton,Fashion accessories,51.0,3.0,2022-09-10,1900-01-01 18:02:00,Ewallet,7.0,0.33,Saturday,18,153.0
1741,WALM005,Fort Worth,Home and lifestyle,45.0,3.0,2021-11-08,1900-01-01 09:06:00,Ewallet,9.0,0.48,Monday,9,135.0
1742,WALM019,Pasadena,Fashion accessories,40.0,1.0,2023-01-19,1900-01-01 12:07:00,Ewallet,6.0,0.48,Thursday,12,40.0
1743,WALM083,Farmers Branch,Home and lifestyle,29.0,2.0,2023-05-01,1900-01-01 16:14:00,Ewallet,8.0,0.33,Monday,16,58.0
1744,WALM092,Lake Jackson,Fashion accessories,63.0,2.0,2021-09-12,1900-01-01 14:20:00,Ewallet,7.0,0.33,Sunday,14,126.0
1745,WALM015,Grand Prairie,Home and lifestyle,41.0,1.0,2021-10-08,1900-01-01 13:54:00,Ewallet,9.0,0.48,Friday,13,41.0
1746,WALM005,Fort Worth,Fashion accessories,67.0,2.0,2023-09-02,1900-01-01 21:00:00,Ewallet,8.0,0.48,Saturday,21,134.0
1747,WALM033,Pearland,Home and lifestyle,74.0,3.0,2022-08-16,1900-01-01 18:53:00,Ewallet,5.0,0.48,Tuesday,18,222.0
1748,WALM026,Denton,Fashion accessories,52.0,2.0,2021-03-05,1900-01-01 08:59:00,Ewallet,9.0,0.48,Friday,8,104.0
1749,WALM076,Huntsville,Home and lifestyle,57.0,1.0,2020-09-17,1900-01-01 14:27:00,Ewallet,9.0,0.33,Thursday,14,57.0
1750,WALM052,Mansfield,Fashion accessories,30.0,3.0,2020-07-27,1900-01-01 13:12:00,Ewallet,9.0,0.57,Monday,13,90.0
1751,WALM096,Eagle Pass,Home and lifestyle,74.0,3.0,2021-05-11,1900-01-01 19:28:00,Ewallet,4.0,0.33,Tuesday,19,222.0
1752,WALM080,Nacogdoches,Fashion accessories,76.0,1.0,2023-08-08,1900-01-01 06:21:00,Ewallet,9.0,0.33,Tuesday,6,76.0
1753,WALM052,Mansfield,Home and lifestyle,47.0,3.0,2020-06-10,1900-01-01 06:54:00,Ewallet,8.0,0.57,Wednesday,6,141.0
1754,WALM071,Lufkin,Fashion accessories,26.0,3.0,2023-02-27,1900-01-01 06:04:00,Ewallet,9.0,0.33,Monday,6,78.0
1755,WALM047,Flower Mound,Home and lifestyle,25.0,1.0,2022-05-22,1900-01-01 08:37:00,Ewallet,9.0,0.48,Sunday,8,25.0
1756,WALM040,Edinburg,Fashion accessories,73.0,1.0,2020-05-05,1900-01-01 16:07:00,Ewallet,9.0,0.48,Tuesday,16,73.0
1757,WALM081,Friendswood,Home and lifestyle,28.0,1.0,2021-12-16,1900-01-01 12:03:00,Ewallet,4.0,0.33,Thursday,12,28.0
1758,WALM072,Lancaster,Fashion accessories,59.0,1.0,2021-02-16,1900-01-01 09:16:00,Ewallet,8.0,0.33,Tuesday,9,59.0
1759,WALM026,Denton,Home and lifestyle,68.0,2.0,2022-01-18,1900-01-01 11:38:00,Ewallet,8.0,0.48,Tuesday,11,136.0
1760,WALM093,Angleton,Fashion accessories,35.0,3.0,2021-04-13,1900-01-01 07:30:00,Ewallet,4.0,0.33,Tuesday,7,105.0
1761,WALM077,Coppell,Home and lifestyle,38.0,3.0,2022-03-06,1900-01-01 08:05:00,Ewallet,8.0,0.33,Sunday,8,114.0
1762,WALM091,Little Elm,Fashion accessories,25.0,2.0,2021-11-23,1900-01-01 11:26:00,Ewallet,6.0,0.33,Tuesday,11,50.0
1763,WALM008,Corpus Christi,Home and lifestyle,47.0,2.0,2021-12-07,1900-01-01 14:18:00,Ewallet,4.0,0.48,Tuesday,14,94.0
1764,WALM092,Lake Jackson,Fashion accessories,34.0,2.0,2022-10-18,1900-01-01 19:54:00,Ewallet,6.0,0.33,Tuesday,19,68.0
1765,WALM079,La Porte,Home and lifestyle,70.0,2.0,2020-04-14,1900-01-01 10:23:00,Ewallet,4.0,0.33,Tuesday,10,140.0
1766,WALM085,Kerrville,Fashion accessories,75.0,2.0,2020-02-28,1900-01-01 09:19:00,Ewallet,8.0,0.33,Friday,9,150.0
1767,WALM083,Farmers Branch,Home and lifestyle,57.0,1.0,2020-01-30,1900-01-01 14:17:00,Ewallet,6.0,0.33,Thursday,14,57.0
1768,WALM100,Canyon,Fashion accessories,83.0,1.0,2020-08-12,1900-01-01 21:26:00,Ewallet,6.0,0.18,Wednesday,21,83.0
1769,WALM021,McAllen,Home and lifestyle,21.0,1.0,2021-04-03,1900-01-01 13:31:00,Ewallet,4.0,0.48,Saturday,13,21.0
1770,WALM016,Brownsville,Fashion accessories,61.0,2.0,2023-11-29,1900-01-01 20:59:00,Ewallet,9.0,0.48,Wednesday,20,122.0
1771,WALM037,League City,Home and lifestyle,38.0,2.0,2023-02-02,1900-01-01 13:11:00,Ewallet,7.0,0.48,Thursday,13,76.0
1772,WALM053,Conroe,Fashion accessories,72.0,2.0,2021-01-29,1900-01-01 08:40:00,Ewallet,8.0,0.57,Friday,8,144.0
1773,WALM039,Longview,Home and lifestyle,67.0,3.0,2023-06-14,1900-01-01 17:10:00,Ewallet,7.0,0.48,Wednesday,17,201.0
1774,WALM068,Burleson,Fashion accessories,77.0,3.0,2021-06-12,1900-01-01 07:07:00,Ewallet,7.0,0.33,Saturday,7,231.0
1775,WALM044,Pharr,Home and lifestyle,32.0,3.0,2020-01-04,1900-01-01 16:10:00,Ewallet,6.0,0.48,Saturday,16,96.0
1776,WALM071,Lufkin,Fashion accessories,84.0,3.0,2021-02-24,1900-01-01 13:58:00,Ewallet,8.0,0.33,Wednesday,13,252.0
1777,WALM004,Austin,Home and lifestyle,73.0,3.0,2021-07-30,1900-01-01 21:22:00,Ewallet,7.0,0.48,Friday,21,219.0
1778,WALM083,Farmers Branch,Fashion accessories,71.0,3.0,2021-12-29,1900-01-01 17:31:00,Ewallet,5.0,0.33,Wednesday,17,213.0
1779,WALM044,Pharr,Home and lifestyle,42.0,1.0,2023-02-04,1900-01-01 13:13:00,Ewallet,6.0,0.48,Saturday,13,42.0
1780,WALM042,Bryan,Fashion accessories,55.0,2.0,2020-08-26,1900-01-01 09:16:00,Ewallet,9.0,0.48,Wednesday,9,110.0
1781,WALM016,Brownsville,Home and lifestyle,68.0,1.0,2021-10-12,1900-01-01 18:50:00,Ewallet,7.0,0.48,Tuesday,18,68.0
1782,WALM059,Pflugerville,Fashion accessories,40.0,2.0,2020-03-10,1900-01-01 20:08:00,Ewallet,6.0,0.33,Tuesday,20,80.0
1783,WALM047,Flower Mound,Home and lifestyle,72.0,3.0,2022-10-31,1900-01-01 21:50:00,Ewallet,6.0,0.48,Monday,21,216.0
1784,WALM036,Allen,Fashion accessories,53.0,1.0,2020-11-30,1900-01-01 09:30:00,Ewallet,7.0,0.48,Monday,9,53.0
1785,WALM044,Pharr,Home and lifestyle,16.0,3.0,2023-05-23,1900-01-01 06:16:00,Ewallet,5.0,0.48,Tuesday,6,48.0
1786,WALM096,Eagle Pass,Fashion accessories,29.0,1.0,2020-01-27,1900-01-01 14:50:00,Ewallet,6.0,0.18,Monday,14,29.0
1787,WALM090,Brownwood,Home and lifestyle,24.0,1.0,2023-03-14,1900-01-01 17:14:00,Ewallet,7.0,0.33,Tuesday,17,24.0
1788,WALM097,Alice,Fashion accessories,43.0,1.0,2023-10-30,1900-01-01 12:15:00,Ewallet,8.0,0.18,Monday,12,43.0
1789,WALM008,Corpus Christi,Home and lifestyle,75.0,3.0,2020-03-25,1900-01-01 07:45:00,Ewallet,8.0,0.48,Wednesday,7,225.0
1790,WALM024,Carrollton,Fashion accessories,59.0,2.0,2020-05-25,1900-01-01 22:58:00,Ewallet,8.0,0.48,Monday,22,118.0
1791,WALM010,Laredo,Home and lifestyle,28.0,1.0,2021-11-25,1900-01-01 18:20:00,Ewallet,8.0,0.48,Thursday,18,28.0
